Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,191.000000,193.000000,177.000000,178.000000,178.000000,60201600
2019-08-06,178.000000,181.000000,166.000000,177.000000,177.000000,99300400
2019-08-07,180.000000,184.000000,176.000000,178.000000,178.000000,51385600
2019-08-08,180.000000,194.000000,177.000000,191.000000,191.000000,130059000
2019-08-09,192.000000,200.000000,188.000000,189.000000,189.000000,111790700
2019-08-12,193.000000,194.000000,181.000000,181.000000,181.000000,70712700
2019-08-13,183.000000,186.000000,178.000000,183.000000,183.000000,38658600
2019-08-14,186.000000,212.000000,184.000000,212.000000,212.000000,334228300
2019-08-15,210.000000,216.000000,202.000000,206.000000,206.000000,216270500
2019-08-16,206.000000,208.000000,194.000000,199.000000,199.000000,134191300
2019-08-19,200.000000,206.000000,198.000000,199.000000,199.000000,47462200
2019-08-20,198.000000,202.000000,192.000000,199.000000,199.000000,45043800
2019-08-21,200.000000,206.000000,190.000000,192.000000,192.000000,56002300
2019-08-22,194.000000,195.000000,187.000000,187.000000,187.000000,44664100
2019-08-23,190.000000,190.000000,184.000000,184.000000,184.000000,25670000
2019-08-26,181.000000,181.000000,176.000000,181.000000,181.000000,24073800
2019-08-27,184.000000,202.000000,184.000000,195.000000,195.000000,94357700
2019-08-28,196.000000,198.000000,191.000000,192.000000,192.000000,29447300
2019-08-29,194.000000,194.000000,188.000000,190.000000,190.000000,10550500
2019-08-30,191.000000,192.000000,185.000000,186.000000,186.000000,14474500
2019-09-02,187.000000,190.000000,186.000000,188.000000,188.000000,18563100
2019-09-03,190.000000,252.000000,188.000000,238.000000,238.000000,857280600
2019-09-04,236.000000,246.000000,224.000000,242.000000,242.000000,191090900
2019-09-05,244.000000,246.000000,236.000000,240.000000,240.000000,47932100
2019-09-06,240.000000,248.000000,234.000000,236.000000,236.000000,32568200
2019-09-09,236.000000,270.000000,228.000000,260.000000,260.000000,302910000
2019-09-10,262.000000,266.000000,248.000000,254.000000,254.000000,79753100
2019-09-11,256.000000,270.000000,244.000000,252.000000,252.000000,220306600
2019-09-12,254.000000,268.000000,254.000000,260.000000,260.000000,113812400
2019-09-13,264.000000,264.000000,250.000000,252.000000,252.000000,24891600
2019-09-16,256.000000,258.000000,234.000000,240.000000,240.000000,41880300
2019-09-17,238.000000,250.000000,236.000000,240.000000,240.000000,32052600
2019-09-18,242.000000,254.000000,240.000000,248.000000,248.000000,49962100
2019-09-19,252.000000,258.000000,244.000000,246.000000,246.000000,23671900
2019-09-20,246.000000,250.000000,238.000000,250.000000,250.000000,17664200
2019-09-23,248.000000,252.000000,244.000000,246.000000,246.000000,16088500
2019-09-24,244.000000,252.000000,240.000000,248.000000,248.000000,37205300
2019-09-25,250.000000,266.000000,244.000000,264.000000,264.000000,168485700
2019-09-26,266.000000,284.000000,264.000000,276.000000,276.000000,240526000
2019-09-27,276.000000,280.000000,262.000000,266.000000,266.000000,110790700
2019-09-30,266.000000,266.000000,250.000000,254.000000,254.000000,66202000
2019-10-01,254.000000,266.000000,252.000000,258.000000,258.000000,35169000
2019-10-02,258.000000,262.000000,234.000000,236.000000,236.000000,64974800
2019-10-03,236.000000,244.000000,228.000000,242.000000,242.000000,60628400
2019-10-04,242.000000,246.000000,238.000000,242.000000,242.000000,37845500
2019-10-07,244.000000,244.000000,230.000000,230.000000,230.000000,17266600
2019-10-08,230.000000,236.000000,222.000000,226.000000,226.000000,21475200
2019-10-09,224.000000,240.000000,222.000000,238.000000,238.000000,43936500
2019-10-10,238.000000,244.000000,230.000000,230.000000,230.000000,17589700
2019-10-11,230.000000,240.000000,230.000000,232.000000,232.000000,15671700
2019-10-14,238.000000,238.000000,228.000000,230.000000,230.000000,14031800
2019-10-15,230.000000,236.000000,228.000000,232.000000,232.000000,21132400
2019-10-16,232.000000,242.000000,230.000000,232.000000,232.000000,43749100
2019-10-17,234.000000,236.000000,230.000000,236.000000,236.000000,15895300
2019-10-18,238.000000,240.000000,228.000000,228.000000,228.000000,28108000
2019-10-21,230.000000,232.000000,222.000000,230.000000,230.000000,22998700
2019-10-22,230.000000,234.000000,226.000000,228.000000,228.000000,9061300
2019-10-23,226.000000,236.000000,226.000000,228.000000,228.000000,19374000
2019-10-24,230.000000,236.000000,228.000000,234.000000,234.000000,44735500
2019-10-25,234.000000,236.000000,228.000000,228.000000,228.000000,18628500
2019-10-28,228.000000,230.000000,222.000000,224.000000,224.000000,12476500
2019-10-29,226.000000,228.000000,222.000000,222.000000,222.000000,13196300
2019-10-30,224.000000,226.000000,214.000000,218.000000,218.000000,24022700
2019-10-31,218.000000,228.000000,212.000000,214.000000,214.000000,31875200
2019-11-01,214.000000,218.000000,204.000000,204.000000,204.000000,34839700
2019-11-04,202.000000,212.000000,202.000000,208.000000,208.000000,20572500
2019-11-05,210.000000,216.000000,208.000000,210.000000,210.000000,40899100
2019-11-06,210.000000,214.000000,200.000000,202.000000,202.000000,39985100
2019-11-07,206.000000,206.000000,184.000000,192.000000,192.000000,79478400
2019-11-08,192.000000,197.000000,187.000000,193.000000,193.000000,25802600
2019-11-11,193.000000,196.000000,190.000000,190.000000,190.000000,15003800
2019-11-12,191.000000,192.000000,188.000000,189.000000,189.000000,11192400
2019-11-13,180.000000,197.000000,180.000000,192.000000,192.000000,27900400
2019-11-14,194.000000,195.000000,189.000000,190.000000,190.000000,4789000
2019-11-15,191.000000,193.000000,190.000000,190.000000,190.000000,4599500
2019-11-18,191.000000,191.000000,188.000000,189.000000,189.000000,3910800
2019-11-19,189.000000,196.000000,188.000000,196.000000,196.000000,27905600
2019-11-20,196.000000,199.000000,190.000000,190.000000,190.000000,22456300
2019-11-21,191.000000,192.000000,186.000000,187.000000,187.000000,9875500
2019-11-22,187.000000,189.000000,181.000000,181.000000,181.000000,14168200
2019-11-25,181.000000,184.000000,176.000000,176.000000,176.000000,12708700
2019-11-26,183.000000,208.000000,183.000000,202.000000,202.000000,238427800
2019-11-27,202.000000,202.000000,183.000000,185.000000,185.000000,79279100
2019-11-28,185.000000,189.000000,176.000000,177.000000,177.000000,46094900
2019-11-29,177.000000,183.000000,167.000000,175.000000,175.000000,28733300
2019-12-02,177.000000,187.000000,176.000000,180.000000,180.000000,47366900
2019-12-03,180.000000,183.000000,176.000000,176.000000,176.000000,20017400
2019-12-04,176.000000,183.000000,175.000000,175.000000,175.000000,29714300
2019-12-05,177.000000,180.000000,172.000000,172.000000,172.000000,36137400
2019-12-06,172.000000,175.000000,170.000000,172.000000,172.000000,20826800
2019-12-09,175.000000,179.000000,172.000000,174.000000,174.000000,34277300
2019-12-10,175.000000,184.000000,174.000000,182.000000,182.000000,65344900
2019-12-11,181.000000,188.000000,181.000000,183.000000,183.000000,58027200
2019-12-12,183.000000,185.000000,179.000000,179.000000,179.000000,15875900
2019-12-13,180.000000,181.000000,177.000000,180.000000,180.000000,11344700
2019-12-16,179.000000,183.000000,179.000000,179.000000,179.000000,15339200
2019-12-17,179.000000,182.000000,179.000000,179.000000,179.000000,16822900
2019-12-18,180.000000,185.000000,179.000000,180.000000,180.000000,24318300
2019-12-19,181.000000,182.000000,178.000000,178.000000,178.000000,9661700
2019-12-20,178.000000,180.000000,174.000000,175.000000,175.000000,14813100
2019-12-23,177.000000,178.000000,175.000000,175.000000,175.000000,7834100
2019-12-26,176.000000,180.000000,174.000000,175.000000,175.000000,16459800
2019-12-27,176.000000,177.000000,175.000000,176.000000,176.000000,11456200
