Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,1240.000000,1240.000000,1165.000000,1200.000000,1200.000000,45848200
2019-08-06,1150.000000,1235.000000,1110.000000,1225.000000,1225.000000,59096400
2019-08-07,1225.000000,1245.000000,1170.000000,1180.000000,1180.000000,29635100
2019-08-08,1180.000000,1210.000000,1170.000000,1210.000000,1210.000000,17314200
2019-08-09,1220.000000,1230.000000,1200.000000,1225.000000,1225.000000,19614200
2019-08-12,1225.000000,1225.000000,1170.000000,1185.000000,1185.000000,20340700
2019-08-13,1180.000000,1210.000000,1170.000000,1200.000000,1200.000000,19150700
2019-08-14,1210.000000,1225.000000,1205.000000,1210.000000,1210.000000,15204500
2019-08-15,1180.000000,1210.000000,1145.000000,1200.000000,1200.000000,47228300
2019-08-16,1205.000000,1260.000000,1205.000000,1235.000000,1235.000000,35094700
2019-08-19,1255.000000,1295.000000,1235.000000,1240.000000,1240.000000,27765800
2019-08-20,1245.000000,1275.000000,1225.000000,1265.000000,1265.000000,30759200
2019-08-21,1260.000000,1270.000000,1215.000000,1260.000000,1260.000000,17813200
2019-08-22,1260.000000,1290.000000,1220.000000,1255.000000,1255.000000,35693200
2019-08-23,1250.000000,1250.000000,1205.000000,1220.000000,1220.000000,13641100
2019-08-26,1195.000000,1195.000000,1145.000000,1160.000000,1160.000000,89968700
2019-08-27,1175.000000,1185.000000,1115.000000,1115.000000,1115.000000,45863900
2019-08-28,1125.000000,1130.000000,1080.000000,1090.000000,1090.000000,34027700
2019-08-29,1090.000000,1115.000000,1085.000000,1085.000000,1085.000000,18924600
2019-08-30,1095.000000,1125.000000,1080.000000,1095.000000,1095.000000,26815100
2019-09-02,1095.000000,1105.000000,1050.000000,1050.000000,1050.000000,24653400
2019-09-03,1050.000000,1070.000000,1025.000000,1025.000000,1025.000000,29117500
2019-09-04,1030.000000,1070.000000,1020.000000,1070.000000,1070.000000,26016500
2019-09-05,1090.000000,1090.000000,1040.000000,1045.000000,1045.000000,22768600
2019-09-06,1055.000000,1070.000000,1035.000000,1045.000000,1045.000000,21136800
2019-09-09,1050.000000,1065.000000,1045.000000,1055.000000,1055.000000,14022900
2019-09-10,1055.000000,1095.000000,1055.000000,1090.000000,1090.000000,35970400
2019-09-11,1100.000000,1135.000000,1095.000000,1130.000000,1130.000000,66105400
2019-09-12,1140.000000,1145.000000,1100.000000,1105.000000,1105.000000,32047100
2019-09-13,1110.000000,1120.000000,1085.000000,1095.000000,1095.000000,19152100
2019-09-16,1095.000000,1100.000000,1060.000000,1070.000000,1070.000000,14393200
2019-09-17,1070.000000,1105.000000,1065.000000,1105.000000,1105.000000,15770300
2019-09-18,1105.000000,1150.000000,1100.000000,1140.000000,1140.000000,45190500
2019-09-19,1150.000000,1165.000000,1100.000000,1115.000000,1115.000000,35604700
2019-09-20,1125.000000,1135.000000,1105.000000,1125.000000,1125.000000,24469600
2019-09-23,1125.000000,1130.000000,1075.000000,1085.000000,1085.000000,20287600
2019-09-24,1085.000000,1090.000000,1045.000000,1070.000000,1070.000000,20288900
2019-09-25,1050.000000,1080.000000,1025.000000,1060.000000,1060.000000,22816000
2019-09-26,1075.000000,1085.000000,1050.000000,1080.000000,1080.000000,20057900
2019-09-27,1085.000000,1085.000000,1045.000000,1045.000000,1045.000000,12633400
2019-09-30,1045.000000,1060.000000,1030.000000,1055.000000,1055.000000,10707000
2019-10-01,1060.000000,1070.000000,1045.000000,1060.000000,1060.000000,12964200
2019-10-02,1050.000000,1080.000000,1040.000000,1045.000000,1045.000000,17450600
2019-10-03,1040.000000,1070.000000,1025.000000,1065.000000,1065.000000,11365700
2019-10-04,1080.000000,1080.000000,1060.000000,1065.000000,1065.000000,11966700
2019-10-07,1070.000000,1085.000000,1055.000000,1065.000000,1065.000000,8340600
2019-10-08,1075.000000,1110.000000,1065.000000,1100.000000,1100.000000,37129700
2019-10-09,1100.000000,1115.000000,1100.000000,1100.000000,1100.000000,18014400
2019-10-10,1100.000000,1135.000000,1090.000000,1135.000000,1135.000000,32752300
2019-10-11,1135.000000,1145.000000,1125.000000,1140.000000,1140.000000,22137700
2019-10-14,1145.000000,1160.000000,1130.000000,1150.000000,1150.000000,21409400
2019-10-15,1155.000000,1160.000000,1135.000000,1150.000000,1150.000000,12969100
2019-10-16,1150.000000,1185.000000,1150.000000,1165.000000,1165.000000,29295300
2019-10-17,1165.000000,1165.000000,1125.000000,1135.000000,1135.000000,12097500
2019-10-18,1130.000000,1150.000000,1115.000000,1125.000000,1125.000000,18698900
2019-10-21,1135.000000,1165.000000,1130.000000,1155.000000,1155.000000,12474500
2019-10-22,1160.000000,1190.000000,1160.000000,1180.000000,1180.000000,20400400
2019-10-23,1185.000000,1220.000000,1185.000000,1195.000000,1195.000000,25726900
2019-10-24,1200.000000,1230.000000,1200.000000,1220.000000,1220.000000,21960900
2019-10-25,1220.000000,1220.000000,1160.000000,1175.000000,1175.000000,17780000
2019-10-28,1180.000000,1180.000000,1150.000000,1175.000000,1175.000000,7285700
2019-10-29,1175.000000,1195.000000,1155.000000,1160.000000,1160.000000,8904200
2019-10-30,1160.000000,1180.000000,1155.000000,1160.000000,1160.000000,7993900
2019-10-31,1165.000000,1175.000000,1075.000000,1110.000000,1110.000000,34909000
2019-11-01,1110.000000,1110.000000,1075.000000,1095.000000,1095.000000,3767200
2019-11-04,1095.000000,1105.000000,1050.000000,1055.000000,1055.000000,14127100
2019-11-05,1055.000000,1115.000000,1050.000000,1115.000000,1115.000000,23553300
2019-11-06,1115.000000,1115.000000,1080.000000,1115.000000,1115.000000,16883500
2019-11-07,1110.000000,1115.000000,1085.000000,1090.000000,1090.000000,7261600
2019-11-08,1090.000000,1100.000000,1065.000000,1085.000000,1085.000000,7588100
2019-11-11,1085.000000,1105.000000,1065.000000,1065.000000,1065.000000,8633200
2019-11-12,1065.000000,1085.000000,1055.000000,1070.000000,1070.000000,7043700
2019-11-13,1075.000000,1075.000000,1030.000000,1035.000000,1035.000000,12872900
2019-11-14,1045.000000,1065.000000,1015.000000,1025.000000,1025.000000,13875800
2019-11-15,1030.000000,1075.000000,1030.000000,1065.000000,1065.000000,15246700
2019-11-18,1080.000000,1105.000000,1070.000000,1105.000000,1105.000000,19383900
2019-11-19,1110.000000,1110.000000,1080.000000,1080.000000,1080.000000,7929100
2019-11-20,1080.000000,1095.000000,1065.000000,1075.000000,1075.000000,11785800
2019-11-21,1070.000000,1080.000000,1045.000000,1050.000000,1050.000000,13818000
2019-11-22,1055.000000,1055.000000,1030.000000,1040.000000,1040.000000,10519200
2019-11-25,1040.000000,1050.000000,1015.000000,1030.000000,1030.000000,12596900
2019-11-26,1050.000000,1050.000000,1005.000000,1010.000000,1010.000000,32876700
2019-11-27,1030.000000,1030.000000,1000.000000,1005.000000,1005.000000,10554300
2019-11-28,1015.000000,1035.000000,960.000000,975.000000,975.000000,15073500
2019-11-29,985.000000,1025.000000,985.000000,1005.000000,1005.000000,26827600
2019-12-02,1020.000000,1045.000000,1010.000000,1020.000000,1020.000000,12792700
2019-12-03,1020.000000,1035.000000,1015.000000,1025.000000,1025.000000,5154300
2019-12-04,1025.000000,1025.000000,990.000000,995.000000,995.000000,19524000
2019-12-05,995.000000,1010.000000,985.000000,990.000000,990.000000,21113900
2019-12-06,1000.000000,1025.000000,990.000000,1000.000000,1000.000000,13789500
2019-12-09,1015.000000,1060.000000,1010.000000,1060.000000,1060.000000,37493800
2019-12-10,1070.000000,1085.000000,1050.000000,1060.000000,1060.000000,24256500
2019-12-11,1055.000000,1070.000000,1030.000000,1040.000000,1040.000000,12874600
2019-12-12,1040.000000,1050.000000,1020.000000,1050.000000,1050.000000,19656200
